Frame, Time (ms)
 1100, 12118.146
 1101, 12125.705
 1102, 12134.835
 1103, 12142.967
 1104, 12152.965
 1105, 12160.918
 1106, 12171.210
 1107, 12178.435
 1108, 12188.121
 1109, 12196.942
 1110, 12206.262
 1111, 12213.839
 1112, 12223.863
 1113, 12231.430
 1114, 12243.125
 1115, 12251.852
 1116, 12260.361
 1117, 12268.785
 1118, 12276.595
 1119, 12285.219
 1120, 12292.617
 1121, 12303.314
 1122, 12311.038
 1123, 12319.950
 1124, 12327.912
 1125, 12337.416
 1126, 12344.838
 1127, 12354.609
 1128, 12362.804
 1129, 12374.222
 1130, 12381.254
 1131, 12389.567
 1132, 12396.955
 1133, 12406.393
 1134, 12414.037
 1135, 12423.957
 1136, 12431.370
 1137, 12441.561
 1138, 12448.502
 1139, 12457.980
 1140, 12465.821
 1141, 12474.644
 1142, 12482.383
 1143, 12492.147
 1144, 12499.875
 1145, 12510.251
 1146, 12518.773
 1147, 12527.273
 1148, 12535.520
 1149, 12542.647
 1150, 12550.067
 1151, 12559.697
 1152, 12568.985
 1153, 12576.604
 1154, 12584.823
 1155, 12592.440
 1156, 12600.854
 1157, 12609.992
 1158, 12618.161
 1159, 12626.188
 1160, 12637.612
 1161, 12645.065
 1162, 12653.466
 1163, 12661.109
 1164, 12669.266
 1165, 12677.939
 1166, 12686.732
 1167, 12695.303
 1168, 12704.149
 1169, 12712.186
 1170, 12721.134
 1171, 12728.701
 1172, 12736.875
 1173, 12746.086
 1174, 12755.016
 1175, 12762.859
 1176, 12772.644
 1177, 12780.078
 1178, 12788.274
 1179, 12795.326
 1180, 12803.718
 1181, 12810.910
 1182, 12819.283
 1183, 12826.922
 1184, 12835.992
 1185, 12843.582
 1186, 12852.012
 1187, 12859.526
 1188, 12868.279
 1189, 12876.102
 1190, 12884.755
 1191, 12893.840
 1192, 12906.524
 1193, 12913.754
 1194, 12922.275
 1195, 12929.525
 1196, 12938.223
 1197, 12946.484
 1198, 12955.529
 1199, 12962.661
 1200, 12971.793
 1201, 12979.545
 1202, 12990.434
 1203, 12998.826
 1204, 13008.230
 1205, 13016.236
 1206, 13024.176
 1207, 13031.613
 1208, 13041.089
 1209, 13048.994
 1210, 13057.781
 1211, 13066.516
 1212, 13074.376
 1213, 13081.575
 1214, 13089.842
 1215, 13097.052
 1216, 13106.516
 1217, 13113.420
 1218, 13121.309
 1219, 13128.692
 1220, 13137.316
 1221, 13144.849
 1222, 13152.904
 1223, 13161.277
 1224, 13171.305
 1225, 13178.887
 1226, 13187.461
 1227, 13194.537
 1228, 13204.070
 1229, 13211.160
 1230, 13219.088
 1231, 13226.184
 1232, 13232.895
 1233, 13242.502
 1234, 13249.593
 1235, 13258.259
 1236, 13265.645
 1237, 13273.452
 1238, 13281.695
 1239, 13292.730
 1240, 13302.597
 1241, 13312.404
 1242, 13321.729
 1243, 13329.465
 1244, 13337.797
 1245, 13345.000
 1246, 13352.649
 1247, 13360.500
 1248, 13371.438
 1249, 13381.921
 1250, 13393.424
 1251, 13401.018
 1252, 13409.681
 1253, 13418.217
 1254, 13426.207
 1255, 13433.164
 1256, 13444.137
 1257, 13454.285
 1258, 13463.397
 1259, 13473.644
 1260, 13480.757
 1261, 13490.770
 1262, 13504.621
 1263, 13513.382
 1264, 13522.007
 1265, 13529.293
 1266, 13539.224
 1267, 13552.873
 1268, 13561.582
 1269, 13572.162
 1270, 13579.515
 1271, 13590.522
 1272, 13604.089
 1273, 13611.626
 1274, 13621.574
 1275, 13629.683
 1276, 13641.274
 1277, 13653.262
 1278, 13662.831
 1279, 13672.259
 1280, 13680.787
 1281, 13690.968
 1282, 13706.982
 1283, 13715.314
 1284, 13724.246
 1285, 13732.498
 1286, 13743.136
 1287, 13756.492
 1288, 13765.474
 1289, 13775.702
 1290, 13784.763
 1291, 13794.700
 1292, 13807.758
 1293, 13816.879
 1294, 13827.012
 1295, 13838.240
 1296, 13845.482
 1297, 13859.445
 1298, 13869.647
 1299, 13878.017
 1300, 13889.916
 1301, 13897.659
 1302, 13912.770
 1303, 13921.520
 1304, 13930.328
 1305, 13940.407
 1306, 13954.014
 1307, 13963.493
 1308, 13977.639
 1309, 13986.226
 1310, 13994.519
 1311, 14005.901
 1312, 14015.456
 1313, 14024.672
 1314, 14035.554
 1315, 14043.192
 1316, 14057.770
 1317, 14066.587
 1318, 14079.382
 1319, 14091.039
 1320, 14102.167
 1321, 14112.490
 1322, 14123.983
 1323, 14134.695
 1324, 14146.762
 1325, 14160.172
 1326, 14175.597
 1327, 14185.911
 1328, 14198.815
 1329, 14210.650
 1330, 14226.482
 1331, 14238.852
 1332, 14247.770
 1333, 14259.854
 1334, 14276.200
 1335, 14287.920
 1336, 14299.025
 1337, 14312.136
 1338, 14329.114
 1339, 14339.255
 1340, 14351.107
 1341, 14366.571
 1342, 14380.371
 1343, 14391.944
 1344, 14404.543
 1345, 14419.822
 1346, 14431.086
 1347, 14444.786
 1348, 14454.026
 1349, 14471.710
 1350, 14481.778
 1351, 14494.912
 1352, 14516.102
 1353, 14527.807
 1354, 14537.724
 1355, 14546.050
 1356, 14558.895
 1357, 14575.751
 1358, 14587.449
 1359, 14599.370
 1360, 14609.791
 1361, 14626.869
 1362, 14639.929
 1363, 14649.826
 1364, 14665.298
 1365, 14678.983
 1366, 14690.393
 1367, 14703.846
 1368, 14718.527
 1369, 14731.189
 1370, 14742.386
 1371, 14756.511
 1372, 14773.121
 1373, 14782.750
 1374, 14794.500
 1375, 14807.313
 1376, 14822.571
 1377, 14835.799
 1378, 14848.695
 1379, 14859.448
 1380, 14876.048
 1381, 14889.000
 1382, 14899.822
